2.59779e+05	2.66589e+04	1.46927e+02	3.01131e+06
3.41687e+04	4.22446e+03	2.25426e+01	4.06475e+05
2.93350e+04	2.49836e+03	1.03773e+01	3.28711e+05
2.89035e+04	2.01905e+03	7.95019e+00	3.17176e+05
2.86899e+04	1.87278e+03	7.12750e+00	3.12754e+05
2.84783e+04	1.81079e+03	6.68394e+00	3.09575e+05
2.82003e+04	1.78981e+03	6.45354e+00	3.06354e+05
2.80277e+04	1.78215e+03	6.30762e+00	3.04406e+05
2.78664e+04	1.77916e+03	6.22152e+00	3.02677e+05
2.77125e+04	1.78242e+03	6.18857e+00	3.01137e+05
2.46569e+04	3.55591e+02	4.64965e+00	2.54775e+05
2.27416e+04	5.27718e+02	4.19514e+00	2.36889e+05
2.30348e+04	6.38245e+02	4.15856e+00	2.40889e+05
2.29198e+04	7.07788e+02	4.07654e+00	2.40352e+05
2.27086e+04	7.53566e+02	4.02078e+00	2.38642e+05
2.25830e+04	7.92398e+02	4.00731e+00	2.37761e+05
2.24707e+04	8.23746e+02	4.01364e+00	2.36958e+05
2.23234e+04	8.53080e+02	4.03383e+00	2.35799e+05
2.22185e+04	8.77911e+02	4.05937e+00	2.35023e+05
2.22230e+04	9.02252e+02	4.10365e+00	2.35357e+05
1.97762e+04	1.89982e+02	2.96879e+00	2.02630e+05
1.88985e+04	3.00092e+02	2.95278e+00	1.94939e+05
1.88944e+04	3.65204e+02	2.95394e+00	1.95550e+05
1.87576e+04	4.09434e+02	2.91858e+00	1.94589e+05
1.86507e+04	4.42350e+02	2.91566e+00	1.93846e+05
1.85729e+04	4.67851e+02	2.92314e+00	1.93331e+05
1.84895e+04	4.88942e+02	2.95176e+00	1.92736e+05
1.97178e+04	5.31954e+02	3.22507e+00	2.05723e+05
1.96440e+04	5.52492e+02	3.27408e+00	2.05239e+05
1.83207e+04	5.41697e+02	3.07723e+00	1.91701e+05
1.83012e+04	1.37253e+02	2.39571e+00	1.86780e+05
1.99391e+04	2.39629e+02	2.91320e+00	2.04700e+05
1.96792e+04	2.89647e+02	2.92300e+00	2.02611e+05
1.78521e+04	2.97962e+02	2.60459e+00	1.84105e+05
1.79069e+04	3.17471e+02	2.63635e+00	1.84880e+05
1.79102e+04	3.33710e+02	2.67033e+00	1.85109e+05
1.77656e+04	3.47240e+02	2.67236e+00	1.83800e+05
1.77991e+04	3.60728e+02	2.70680e+00	1.84305e+05
1.80772e+04	3.78767e+02	2.79633e+00	1.87356e+05
1.82746e+04	3.95766e+02	2.87639e+00	1.89580e+05
1.71589e+04	9.82784e+01	1.96828e+00	1.74540e+05
1.69255e+04	1.53204e+02	2.12830e+00	1.72916e+05
1.68712e+04	1.81370e+02	2.16537e+00	1.72691e+05
1.68069e+04	1.99757e+02	2.19277e+00	1.72259e+05
1.67619e+04	2.15778e+02	2.23026e+00	1.72007e+05
1.67109e+04	2.30703e+02	2.25948e+00	1.71676e+05
1.66786e+04	2.41971e+02	2.27586e+00	1.71481e+05
1.66394e+04	2.54443e+02	2.31175e+00	1.71250e+05
1.66220e+04	2.64183e+02	2.34334e+00	1.71205e+05
1.65904e+04	2.72862e+02	2.37262e+00	1.71006e+05
1.57319e+04	7.09376e+01	1.55783e+00	1.59586e+05
1.52868e+04	1.02678e+02	1.63114e+00	1.55526e+05
