3.34067e+05	7.71385e+04	1.91549e+02	4.30361e+06
4.25394e+04	5.24984e+03	1.94759e+01	4.97369e+05
3.94673e+04	3.25977e+03	9.18068e+00	4.36452e+05
3.77762e+04	2.66896e+03	7.24692e+00	4.11698e+05
3.63686e+04	2.40241e+03	6.55644e+00	3.94266e+05
3.58977e+04	2.27103e+03	6.29069e+00	3.87978e+05
3.55695e+04	2.17914e+03	6.18365e+00	3.83670e+05
3.49875e+04	2.10559e+03	6.10925e+00	3.77041e+05
3.45269e+04	2.06115e+03	6.07939e+00	3.71960e+05
3.53287e+04	2.06052e+03	6.26595e+00	3.80159e+05
3.31951e+04	4.07350e+02	4.74253e+00	3.40767e+05
3.31381e+04	6.96328e+02	4.42956e+00	3.42774e+05
3.25241e+04	8.64488e+02	4.28501e+00	3.38171e+05
3.22614e+04	9.51791e+02	4.28398e+00	3.36416e+05
3.20046e+04	1.00747e+03	4.34691e+00	3.34467e+05
3.19525e+04	1.05019e+03	4.44106e+00	3.34467e+05
3.65499e+04	1.21775e+03	5.17959e+00	3.82856e+05
3.16803e+04	1.18132e+03	4.74711e+00	3.33363e+05
3.61661e+04	1.32817e+03	5.38890e+00	3.80331e+05
3.15195e+04	1.26179e+03	4.98568e+00	3.32799e+05
3.35029e+04	2.84715e+02	4.12582e+00	3.42002e+05
2.78032e+04	4.32402e+02	3.10579e+00	2.85462e+05
2.71547e+04	5.08277e+02	2.98468e+00	2.79615e+05
2.75459e+04	5.80772e+02	3.09037e+00	2.84357e+05
2.73760e+04	6.25448e+02	3.15642e+00	2.83171e+05
2.59913e+04	6.43083e+02	3.09023e+00	2.69434e+05
2.59600e+04	6.68769e+02	3.16490e+00	2.69453e+05
2.58397e+04	6.88379e+02	3.24733e+00	2.68528e+05
2.57498e+04	7.03760e+02	3.33777e+00	2.67873e+05
2.56820e+04	7.17041e+02	3.42629e+00	2.67417e+05
2.44228e+04	1.30937e+02	2.34841e+00	2.47885e+05
2.42071e+04	2.57233e+02	2.32301e+00	2.46966e+05
2.49986e+04	3.55713e+02	2.45658e+00	2.55999e+05
2.49016e+04	4.17055e+02	2.49965e+00	2.55686e+05
2.47645e+04	4.60355e+02	2.55754e+00	2.54806e+05
2.36855e+04	4.84081e+02	2.53535e+00	2.44231e+05
2.35555e+04	5.05755e+02	2.59761e+00	2.43210e+05
2.35073e+04	5.25620e+02	2.68417e+00	2.43013e+05
2.33924e+04	5.45692e+02	2.75662e+00	2.42138e+05
2.33701e+04	5.58458e+02	2.82922e+00	2.42115e+05
2.22923e+04	9.96850e+01	1.92788e+00	2.25847e+05
2.25242e+04	1.91014e+02	1.95337e+00	2.29105e+05
2.24504e+04	2.59471e+02	2.00629e+00	2.29105e+05
2.39613e+04	3.17453e+02	2.21776e+00	2.45005e+05
2.38262e+04	3.54777e+02	2.28620e+00	2.44096e+05
2.37137e+04	3.85661e+02	2.36821e+00	2.43362e+05
2.36227e+04	4.08617e+02	2.44437e+00	2.42758e+05
2.35423e+04	4.25448e+02	2.52306e+00	2.42200e+05
2.34605e+04	4.41100e+02	2.59466e+00	2.41611e+05
2.34009e+04	4.54343e+02	2.66462e+00	2.41217e+05
2.24227e+04	7.39442e+01	1.75036e+00	2.26717e+05
1.97890e+04	1.25512e+02	1.49277e+00	2.00638e+05
1.96759e+04	1.60218e+02	1.52881e+00	1.99890e+05
1.96212e+04	1.86564e+02	1.59124e+00	1.99669e+05
1.95088e+04	2.06307e+02	1.64869e+00	1.98800e+05
1.94248e+04	2.22311e+02	1.70553e+00	1.98177e+05
1.93560e+04	2.36416e+02	1.76895e+00	1.97693e+05
1.92953e+04	2.47742e+02	1.83055e+00	1.97261e+05
1.92732e+04	2.58373e+02	1.89234e+00	1.97208e+05
1.92436e+04	2.67149e+02	1.95529e+00	1.97063e+05
1.86238e+04	4.28970e+01	1.23897e+00	1.87906e+05
1.87574e+04	8.23894e+01	1.27540e+00	1.89673e+05
1.82062e+04	1.07938e+02	1.27884e+00	1.84421e+05
1.81478e+04	1.26008e+02	1.33179e+00	1.84070e+05
1.80630e+04	1.41967e+02	1.38540e+00	1.83435e+05
1.80198e+04	1.53121e+02	1.44503e+00	1.83174e+05
1.79739e+04	1.65162e+02	1.50522e+00	1.82895e+05
1.79167e+04	1.75628e+02	1.56371e+00	1.82487e+05
1.78968e+04	1.85221e+02	1.62438e+00	1.82445e+05
1.78625e+04	1.92425e+02	1.67237e+00	1.82222e+05
